,clean_fin_review
13323,love awesome style comfort look photo remember order one size big shoe fit regular size winking_face
13324,"value money sturdy beautiful product,blindly go"
13325,men's run shoe featherweight men's run shoe featherweight excellent quality
13328,worth money good
13329,good quality good light wait
13330,looks good good product
13331,nice look fast delivery nice
13334,light weight comfortable nice comfortable product
13335,good product mark expect
13337,dash easy wear comfort light weight.ln range price excellent product
13338,worth money money_with_wingsmoney_bag nice fit great grip.extremely comfortable worth money
13340,good product really goood qualityspecially comfortable
13341,perfect angle superb good quality everything match per expectation hope great run value money product
13342,awesome product maend blowin
13343,good product superb
13345,comfortable shoe look wise good not comfortable
13349,best shoe good product expect
13350,superb ultimate product iam use campus product last year's never disappoint
13352,campus shoe worth item comfortable walk
13354,best quality authentic product still share good good far
13355,good casual wear good not much comfortable.after wear hour feel uncomfortable odour come feel tiredness leg
13356,good good product thanks lot amazon good price good product
13357,perfect like buy doubt comfy order father like
13359,best shoe price shoe less well best good look shoe feetok_hand
13360,"nice thumbs_up 



 nice thumbs_up"
13361,nice shoes..go feel light quality good
13362,good product good
13363,good product fit comfortable
13364,best price best quality campus shoe quality kharida thamay month se usse kar raha hu
13366,smiling_face️waook_handlight_skin_tonethis good shoe product cheap can't purchase another product amzon site
13367,nice shooes good shoe
13368,good product value money best price
13369,light weight mast
13372,good product look awesome
13375,campus shoe quality shoe good however sole use create noise walk irritate
13376,comfortable shose nic shose
13377,nice shoe nice shoe
13382,best product
13383,"good product 



 good"
13384,good runnig walk shoe overall good product everyone wish walk run go size large wear
13386,ok good deal got...using asian year quality
13387,well do amazon thumbs_up product good wish size also fit look amaze
13388,pack comfortable great comfortable best pack
13389,like love shoe easy comfortable wearable
13390,good quality....soft feel jogging like
13391,recommeded comfortable light weight
